doc_id,file_name,relative_path,absolute_path,packet,source_category,document_type,evidence_role,file_extension,file_size_bytes,sha256,supported_by_parser,parser_status,notes
DOC_B690BF25DADF,fema_flavor_ingredient_library_page.pdf,03_ingredient_research/natural_flavor/01_fema_gras_context/fema_flavor_ingredient_library_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/01_fema_gras_context/fema_flavor_ingredient_library_page.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,unknown,.pdf,351543,d38a17d0cb53a893d274263bdc0c1616054e4707d2112c09c45155d32d564aeb,True,pending,
DOC_DAEB12849174,fema_gras_program_page.pdf,03_ingredient_research/natural_flavor/01_fema_gras_context/fema_gras_program_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/01_fema_gras_context/fema_gras_program_page.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,7583461,bd25f3569b0c18897f277da59e4d824d9c10c60d7d2e5e1c4217d71339689629,True,pending,
DOC_12314C1C49CF,interim_gras_33_apr_2026.pdf,03_ingredient_research/natural_flavor/01_fema_gras_context/interim_gras_33_apr_2026.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/01_fema_gras_context/interim_gras_33_apr_2026.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,351543,d38a17d0cb53a893d274263bdc0c1616054e4707d2112c09c45155d32d564aeb,True,pending,
DOC_1164AEC6C38C,natural_flavor_function_in_food_explanation.pdf,03_ingredient_research/natural_flavor/02_function_in_food/natural_flavor_function_in_food_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/02_function_in_food/natural_flavor_function_in_food_explanation.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,3133996,268d121d7b0dfa2d8a5a1e03ad7530b5ed0d423e608636e5c89431755a47540f,True,pending,
DOC_0DD09547ACD4,natural_flavor_extraction_distillation_fermentation_explanation.pdf,03_ingredient_research/natural_flavor/03_processing_origin/natural_flavor_extraction_distillation_fermentation_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/03_processing_origin/natural_flavor_extraction_distillation_fermentation_explanation.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,781342,7089d1facc6f803a8bbdb988a5bb10ec26760b192792b491c6d3686ab972a4b6,True,pending,
DOC_399D89EF9892,natural_flavor_market_overview_reference.pdf,03_ingredient_research/natural_flavor/04_market_cost_context/natural_flavor_market_overview_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/natural_flavor/04_market_cost_context/natural_flavor_market_overview_reference.pdf,natural_flavor,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,6222690,b70abb9bf223d514520caa7bb7b9064f7a96afcb3a6df2bf6ebc43c94425158d,True,pending,
DOC_F89879677373,hershey_latest_esg_packaging_section.pdf,03_ingredient_research/packaging_wrapper/00_hershey_packaging_evidence/hershey_latest_esg_packaging_section.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/00_hershey_packaging_evidence/hershey_latest_esg_packaging_section.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,26994042,9bb27a3f0f703d0218d184ae5dd881e53cd6f14034f7328943ff6d033f190587,True,pending,
DOC_26064332B82F,hershey_pulp_paper_page.pdf,03_ingredient_research/packaging_wrapper/00_hershey_packaging_evidence/hershey_pulp_paper_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/00_hershey_packaging_evidence/hershey_pulp_paper_page.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,1810219,2afa96c38733f3989a610178c6e84b5b6746b30ce2e67bd1546f0f99858f0f76,True,pending,
DOC_1ED749BEB0B8,pulp-and-paper-sourcing-policy.pdf,03_ingredient_research/packaging_wrapper/00_hershey_packaging_evidence/pulp-and-paper-sourcing-policy.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/00_hershey_packaging_evidence/pulp-and-paper-sourcing-policy.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,68248,17de846d96b1ea4f4459e2f242b63561c6e2c33fc11a8422f47973823e626da3,True,pending,
DOC_66F839469130,hershey_pulp_and_paper_sourcing_data.pdf,03_ingredient_research/packaging_wrapper/01_supplier_mill_list/hershey_pulp_and_paper_sourcing_data.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/01_supplier_mill_list/hershey_pulp_and_paper_sourcing_data.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,101582,898cefa75e17f307e18ec74931cbde288402e10d1518e56c68ff7be60f3ebe53,True,pending,
DOC_C5BF7969016D,hershey_pulp_paper_supplier_mill_list.pdf,03_ingredient_research/packaging_wrapper/01_supplier_mill_list/hershey_pulp_paper_supplier_mill_list.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/01_supplier_mill_list/hershey_pulp_paper_supplier_mill_list.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,101582,898cefa75e17f307e18ec74931cbde288402e10d1518e56c68ff7be60f3ebe53,True,pending,
DOC_D22719A8CDC8,flexible_packaging_market_overview_reference.pdf,03_ingredient_research/packaging_wrapper/02_packaging_material_process/flexible_packaging_market_overview_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/02_packaging_material_process/flexible_packaging_market_overview_reference.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,4520757,40ab1a9207b4d06d6ab9a26d0ee4ce8cb41882f4d2f6edde13a7aaa08d452928,True,pending,
DOC_FE10C8C34BF6,bls_ppi_packaging_materials_benchmark.pdf,03_ingredient_research/packaging_wrapper/03_packaging_cost_benchmarks/bls_ppi_packaging_materials_benchmark.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/03_packaging_cost_benchmarks/bls_ppi_packaging_materials_benchmark.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,518212,6def5052045da99fe904a2150984838f6b41b5001ecfcd5ef2f1a22cff98249f,True,pending,
DOC_BCA0BB066D42,paperboard_packaging_market_overview_reference.pdf,03_ingredient_research/packaging_wrapper/04_market_context/paperboard_packaging_market_overview_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/packaging_wrapper/04_market_context/paperboard_packaging_market_overview_reference.pdf,packaging_wrapper,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,5107019,63c4363b6ba5c3f19664ac1e4edb48293a011c34d559cab63ad408ecbfdd4981,True,pending,
DOC_8E60E28B0A31,efsa_pgpr_e476_reevaluation.pdf,03_ingredient_research/pgpr/00_regulatory_evidence/efsa_pgpr_e476_reevaluation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/00_regulatory_evidence/efsa_pgpr_e476_reevaluation.pdf,pgpr,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,43139621,14f212906c7f8f8664feac92428a400dfea59ba14999c32c2d70b0847b48e086,True,pending,
DOC_9F0DF6069C86,fda_pgpr_gras_notice_inventory_page.pdf,03_ingredient_research/pgpr/00_regulatory_evidence/fda_pgpr_gras_notice_inventory_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/00_regulatory_evidence/fda_pgpr_gras_notice_inventory_page.pdf,pgpr,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,230331,a72f6dcee0c23f7b096f1cc6f060178b660749cc1293af4bf526c49931fbf307,True,pending,
DOC_101588EC345D,fda_pgpr_gras_response_letter.pdf,03_ingredient_research/pgpr/00_regulatory_evidence/fda_pgpr_gras_response_letter.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/00_regulatory_evidence/fda_pgpr_gras_response_letter.pdf,pgpr,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,230331,a72f6dcee0c23f7b096f1cc6f060178b660749cc1293af4bf526c49931fbf307,True,pending,
DOC_A6A693D3495F,pgpr_and_lecithin_chocolate_emulsifier_use.pdf,03_ingredient_research/pgpr/01_function_in_chocolate/pgpr_and_lecithin_chocolate_emulsifier_use.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/01_function_in_chocolate/pgpr_and_lecithin_chocolate_emulsifier_use.pdf,pgpr,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,395328,4c5c35d5e19faa4b10723e2e9e13a886dbe3ffde362d065ead42306519ce9473,True,pending,
DOC_F398FB109346,pgpr_function_in_chocolate_explanation.pdf,03_ingredient_research/pgpr/01_function_in_chocolate/pgpr_function_in_chocolate_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/01_function_in_chocolate/pgpr_function_in_chocolate_explanation.pdf,pgpr,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,7413472,0ee12b101d0da071603093bdfcde0718be2455e1fd083d4450e5c19bda8e2ae0,True,pending,
DOC_1BE15D0DAB2F,castor_oil_ricinoleic_acid_pgpr_origin_reference.pdf,03_ingredient_research/pgpr/02_processing_origin/castor_oil_ricinoleic_acid_pgpr_origin_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/02_processing_origin/castor_oil_ricinoleic_acid_pgpr_origin_reference.pdf,pgpr,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,8087913,6ed00026cb53f59a79368797c96664e07faa393bda04a9d93ddfaf2c26a087fa,True,pending,
DOC_5EE6EEAC2420,pgpr_processing_polyglycerol_ricinoleic_acid_explanation.pdf,03_ingredient_research/pgpr/02_processing_origin/pgpr_processing_polyglycerol_ricinoleic_acid_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/02_processing_origin/pgpr_processing_polyglycerol_ricinoleic_acid_explanation.pdf,pgpr,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,6391462,948f986c12c2bb6636498caf7a7c8e69563ca7829f1d87bdd0a824fa61517593,True,pending,
DOC_5BC712652F98,pgpr_market_overview_reference.pdf,03_ingredient_research/pgpr/03_price_benchmarks/pgpr_market_overview_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/03_price_benchmarks/pgpr_market_overview_reference.pdf,pgpr,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,83242,0e2e6ac97bb5d4fd9dfd40a3915bb5d61fa6bb98f7064aa9317529351eda8c11,True,pending,
DOC_23BD14F34CEF,pgpr_market_price_reference.pdf,03_ingredient_research/pgpr/03_price_benchmarks/pgpr_market_price_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/03_price_benchmarks/pgpr_market_price_reference.pdf,pgpr,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,376919,4e7cea775fac0823ffff56c7a09975097b4281d57073dd44a04547c9d6284989,True,pending,
DOC_A2C285FFEE37,pgpr_industry_supplier_function_reference.pdf,03_ingredient_research/pgpr/04_industry_supplier_reference/pgpr_industry_supplier_function_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/pgpr/04_industry_supplier_reference/pgpr_industry_supplier_function_reference.pdf,pgpr,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,6056744,5c4b94e0d6a26e07d1fa3b88fed63f84eb4d9c0857f2d2972a3a66447335b05c,True,pending,
DOC_C341E0016B61,fda_lecithin_food_additive_or_gras_reference.pdf,03_ingredient_research/soy_lecithin/00_regulatory_evidence/fda_lecithin_food_additive_or_gras_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/soy_lecithin/00_regulatory_evidence/fda_lecithin_food_additive_or_gras_reference.pdf,soy_lecithin,ingredient_or_packaging_research,pdf_document,regulatory_definition,.pdf,976155,af1e6e2397c567f188613329a9dc72bc0bfd3cf21c5b3d70eef3725802e8695b,True,pending,
DOC_51C8BD35B96E,lecithin_emulsifier_chocolate_use.pdf,03_ingredient_research/soy_lecithin/01_function_in_chocolate/lecithin_emulsifier_chocolate_use.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/soy_lecithin/01_function_in_chocolate/lecithin_emulsifier_chocolate_use.pdf,soy_lecithin,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,2456709,dac3b3a124cbaa142bc8503e90e33575a3def50bbf9d657a1943c5debda29f16,True,pending,
DOC_2FB8D1A92FFF,soy_lecithin_function_in_chocolate_explanation.pdf,03_ingredient_research/soy_lecithin/01_function_in_chocolate/soy_lecithin_function_in_chocolate_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/soy_lecithin/01_function_in_chocolate/soy_lecithin_function_in_chocolate_explanation.pdf,soy_lecithin,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,6643208,f45ff9e7da63efc1e1699e27b91c9ae73b8fd2a3392ac2cf17694c39404b6c20,True,pending,
DOC_B544BFB9CF00,soybean_to_soy_lecithin_processing_explanation.pdf,03_ingredient_research/soy_lecithin/02_processing_explanation/soybean_to_soy_lecithin_processing_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/soy_lecithin/02_processing_explanation/soybean_to_soy_lecithin_processing_explanation.pdf,soy_lecithin,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,1919947,a1b20917132a7c00abbaca62d73c1ce3eb6e8bbe3b805f9984c41cabf70ef2a5,True,pending,
DOC_7A2EEB1A9F31,soy_lecithin_market_price_reference.pdf,03_ingredient_research/soy_lecithin/03_price_benchmarks/soy_lecithin_market_price_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/soy_lecithin/03_price_benchmarks/soy_lecithin_market_price_reference.pdf,soy_lecithin,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,665837,0be0dfb73b56b8f793b75249d4e87fb0bc8f1e8efedf5395f61dd13ed92c109e,True,pending,
DOC_A632502DE1F8,usda_soybean_soybean_oil_price_benchmark.pdf,03_ingredient_research/soy_lecithin/03_price_benchmarks/usda_soybean_soybean_oil_price_benchmark.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/soy_lecithin/03_price_benchmarks/usda_soybean_soybean_oil_price_benchmark.pdf,soy_lecithin,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,2236526,27dcf78c1ef449267730acf9effce3babf1bdd58bb2d50847729dd7ba9d2455b,True,pending,
DOC_C035EBC878BA,soy_lecithin_industry_supplier_reference.pdf,03_ingredient_research/soy_lecithin/04_industry_supplier_reference/soy_lecithin_industry_supplier_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/soy_lecithin/04_industry_supplier_reference/soy_lecithin_industry_supplier_reference.pdf,soy_lecithin,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,594128,69b3713acbedafc0431b0bc15f13568c903991621fba39c2d1328cb516c403a1,True,pending,
DOC_0E5990AC3AEF,asr_belize_sugar_industries_page.pdf,03_ingredient_research/sugar/asr_supplier_evidence/asr_belize_sugar_industries_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/asr_belize_sugar_industries_page.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,3301313,d1f77b13b62a745dc70b6d5edab86928bf9d73a5937ea6ed494af6559d82a272,True,pending,
DOC_4FB6669959F5,asr_fy23_sustainability_report.pdf,03_ingredient_research/sugar/asr_supplier_evidence/asr_fy23_sustainability_report.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/asr_fy23_sustainability_report.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,19589955,8eaba7133453eb1218a501d0a842769bd5050e75566e344a5b4016b69df02a34,True,pending,
DOC_535DD6E652B7,asr_group_about_page.pdf,03_ingredient_research/sugar/asr_supplier_evidence/asr_group_about_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/asr_group_about_page.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,5224171,4553b3034179cd41fe37c9c8e78dbdfbeba0f7baf4cc15835178ad60989e3dfc,True,pending,
DOC_DB66DBC968F9,asr_group_home_page.pdf,03_ingredient_research/sugar/asr_supplier_evidence/asr_group_home_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/asr_group_home_page.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,7431683,46ce34c194f08e580b0650841a56a26b39b48af84e10c3416bf5eac59f613ea6,True,pending,
DOC_1E0944AC1DC5,asr_hershey_learn_to_grow_belize.pdf,03_ingredient_research/sugar/asr_supplier_evidence/asr_hershey_learn_to_grow_belize.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/asr_hershey_learn_to_grow_belize.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,3763008,13bc013e6e8d32489c33de689b74ca4a65e3035165b00a97d32ae4dce23f106d,True,pending,
DOC_02F4A4A84A57,asr_refined_sugar_process_or_products.pdf,03_ingredient_research/sugar/asr_supplier_evidence/asr_refined_sugar_process_or_products.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/asr_refined_sugar_process_or_products.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,4058618,8cf35c6b7fbddcfdc1afd1c52f45b19b674315b1e2f604e43664f067971d8a5e,True,pending,
DOC_C2BD8E23F83C,asr_sustainable_supply_chain_page.pdf,03_ingredient_research/sugar/asr_supplier_evidence/asr_sustainable_supply_chain_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/asr_sustainable_supply_chain_page.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,2907182,f6591fe072b8b6fa47b9ea0cccf0e0c98f11915975fa99f59f149f2e812e959f,True,pending,
DOC_EBE512C33BCD,domino_sugar_asr_brand_page.pdf,03_ingredient_research/sugar/asr_supplier_evidence/domino_sugar_asr_brand_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/asr_supplier_evidence/domino_sugar_asr_brand_page.pdf,sugar,ingredient_or_packaging_research,pdf_document,supplier_relationship_context,.pdf,2811247,7c59cfd384cd721984133fa780e3e88cfa6e1671c7e2057d5f0a6c04216eeecd,True,pending,
DOC_74966F03A6A3,hershey_sugar_sourcing_page.pdf,03_ingredient_research/sugar/hershey_evidence/hershey_sugar_sourcing_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/hershey_evidence/hershey_sugar_sourcing_page.pdf,sugar,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,2998496,106b244db595892ba777e12720a6bf7e9570f6b20d0b9bb25f6a487d36a8ab3c,True,pending,
DOC_672F3875D726,hershey_sustainable_sugar_sourcing_policy.pdf,03_ingredient_research/sugar/hershey_evidence/hershey_sustainable_sugar_sourcing_policy.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/hershey_evidence/hershey_sustainable_sugar_sourcing_policy.pdf,sugar,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,244992,b932b8c9ceaede77ecd1c6969da830bfecfccc42b0f18f352e8967afd100520f,True,pending,
DOC_E5889DB5914A,Sugar-The-Hershey-Company-05-06-2026_02_22_PM.pdf,03_ingredient_research/sugar/hershey_evidence/Sugar-The-Hershey-Company-05-06-2026_02_22_PM.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/hershey_evidence/Sugar-The-Hershey-Company-05-06-2026_02_22_PM.pdf,sugar,ingredient_or_packaging_research,pdf_document,direct_company_evidence,.pdf,2998496,fc668f454765865897e3426e07f94a1d1e0d3f9e5a8300c7e84a3fc5e6037691,True,pending,
DOC_0CCBAF9E6D49,ASR_Group_logo.svg,03_ingredient_research/sugar/logo_assets/ASR_Group_logo.svg,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/logo_assets/ASR_Group_logo.svg,sugar,ingredient_or_packaging_research,image_or_logo,visual_asset,.svg,3575,681b60b3b1946a30edd2aed781e6a05b1d21aa3c8409472b1cf27dcea5d7004e,True,pending,
DOC_257C2CABB7C1,Group3-Tables-US-Sugar-Crop-Production-and-Sugar-Production-Deliveries-and-Stocks.csv,03_ingredient_research/sugar/origin_cane_beet_evidence/Group3-Tables-US-Sugar-Crop-Production-and-Sugar-Production-Deliveries-and-Stocks.csv,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/origin_cane_beet_evidence/Group3-Tables-US-Sugar-Crop-Production-and-Sugar-Production-Deliveries-and-Stocks.csv,sugar,ingredient_or_packaging_research,csv_table,unknown,.csv,11267895,29c68f13d3cfb003d1ab93d1dbdb0e234daa6f06e9f2bdcbad6a8d663f3c299b,True,pending,
DOC_D24FEC8E2E35,usda_ers_sugar_market_outlook_latest.pdf,03_ingredient_research/sugar/price_benchmarks/usda_ers_sugar_market_outlook_latest.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/price_benchmarks/usda_ers_sugar_market_outlook_latest.pdf,sugar,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,2126997,451daabcc1f874de5a87b5d9dbdd73b73568267477d00e3ed97083db176a8d87,True,pending,
DOC_E2CBD160658D,usda_ers_sugar_outlook_latest_pdf.pdf,03_ingredient_research/sugar/price_benchmarks/usda_ers_sugar_outlook_latest_pdf.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/price_benchmarks/usda_ers_sugar_outlook_latest_pdf.pdf,sugar,ingredient_or_packaging_research,pdf_document,benchmark_proxy,.pdf,797130,44f8ca9c3300cc2462a3fac523869f9d857fd62c2ba5a91a05247c46cbe07dae,True,pending,
DOC_6F01C5426EEB,usda_ers_sugar_sweeteners_yearbook_tables.xlsx,03_ingredient_research/sugar/price_benchmarks/usda_ers_sugar_sweeteners_yearbook_tables.xlsx,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/price_benchmarks/usda_ers_sugar_sweeteners_yearbook_tables.xlsx,sugar,ingredient_or_packaging_research,excel_workbook,benchmark_proxy,.xlsx,360957,7d162d56da3e0bc6f9f5baf93eb67542c0347d0d9f8e6247e480ed54bd65fe3b,True,pending,
DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,03_ingredient_research/sugar/process_explanation/sugar_cane_beet_processing_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/03_ingredient_research/sugar/process_explanation/sugar_cane_beet_processing_explanation.pdf,sugar,ingredient_or_packaging_research,pdf_document,process_or_function_context,.pdf,463528,5db601a29349e7ab2540098f0970ee5aac682b27c19042667f9dd6e821faf848,True,pending,
DOC_71CE92D20645,hershey_distribution_center_logistics_reference.pdf,04_logistics_distribution/00_hershey_distribution_evidence/hershey_distribution_center_logistics_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/00_hershey_distribution_evidence/hershey_distribution_center_logistics_reference.pdf,logistics_distribution,logistics_distribution,pdf_document,direct_company_evidence,.pdf,3739693,dd4532657402ef6a4015dd1115620078b727aa92cdaca7d956d70ff589e35cf3,True,pending,
DOC_FDA0D8F4DCE2,mclane_company_facts_reference.pdf,04_logistics_distribution/01_mclane_downstream_evidence/mclane_company_facts_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/01_mclane_downstream_evidence/mclane_company_facts_reference.pdf,logistics_distribution,logistics_distribution,pdf_document,supplier_relationship_context,.pdf,3748860,1ef7c84b437867711365ed4159b25858760b3bc873c56a9349c066dbeeafeef3,True,pending,
DOC_050BBCAC6B3F,mclane_company_profile.pdf,04_logistics_distribution/01_mclane_downstream_evidence/mclane_company_profile.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/01_mclane_downstream_evidence/mclane_company_profile.pdf,logistics_distribution,logistics_distribution,pdf_document,supplier_relationship_context,.pdf,4361199,cdb0939ff87f6862de919e0fd434349aa6da237f3fb4801e0742191ba6c9e3ad,True,pending,
DOC_0C6FF4D0AACE,mclane_grocery_retail_distribution_page.pdf,04_logistics_distribution/01_mclane_downstream_evidence/mclane_grocery_retail_distribution_page.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/01_mclane_downstream_evidence/mclane_grocery_retail_distribution_page.pdf,logistics_distribution,logistics_distribution,pdf_document,supplier_relationship_context,.pdf,1923259,b15bd9d9a018796222d2ade46a00553799cce6b37cb3af35d41c75dbd2b573ee,True,pending,
DOC_940D070C225C,bls_warehousing_storage_ppi_benchmark.pdf,04_logistics_distribution/02_warehousing_cost_benchmarks/bls_warehousing_storage_ppi_benchmark.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/02_warehousing_cost_benchmarks/bls_warehousing_storage_ppi_benchmark.pdf,logistics_distribution,logistics_distribution,pdf_document,benchmark_proxy,.pdf,602039,bd32471e667dd3cfe3fb175c0ba5bdd63fdb02da3d3b511a001b494f0f7c1645,True,pending,
DOC_1EB5146FBACE,bls_truck_transportation_ppi_benchmark.pdf,04_logistics_distribution/03_freight_trucking_diesel_benchmarks/bls_truck_transportation_ppi_benchmark.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/03_freight_trucking_diesel_benchmarks/bls_truck_transportation_ppi_benchmark.pdf,logistics_distribution,logistics_distribution,pdf_document,benchmark_proxy,.pdf,509756,360495edcd99efc3072a1b7582cba575383f08d174a6860b58f812d852edd638,True,pending,
DOC_89FEEC7103A9,eia_diesel_price_benchmark.pdf,04_logistics_distribution/03_freight_trucking_diesel_benchmarks/eia_diesel_price_benchmark.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/03_freight_trucking_diesel_benchmarks/eia_diesel_price_benchmark.pdf,logistics_distribution,logistics_distribution,pdf_document,benchmark_proxy,.pdf,1652653,5f03e80ac5f67dc8ace87b43edb6d425ba9c64da1f0a5cd820fd3b6a0dbbbdf0,True,pending,
DOC_C1E296D7AAAC,trucking_rate_market_reference.pdf,04_logistics_distribution/03_freight_trucking_diesel_benchmarks/trucking_rate_market_reference.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/03_freight_trucking_diesel_benchmarks/trucking_rate_market_reference.pdf,logistics_distribution,logistics_distribution,pdf_document,benchmark_proxy,.pdf,473448,ff9fe6c0ce87c165e1933e3bfbfc98f8cb72a8693c47734b1ff7e4b06013c917,True,pending,
DOC_55B0E1DB0BD6,common_carrier_freight_explanation.pdf,04_logistics_distribution/04_process_explanations/common_carrier_freight_explanation.pdf,D:/HersheySupplyChainAI/data/raw_sources/04_logistics_distribution/04_process_explanations/common_carrier_freight_explanation.pdf,logistics_distribution,logistics_distribution,pdf_document,process_or_function_context,.pdf,592579,8d91920d33cd9abce093be7b0438017d16371d0d184c645254f7bb89405979f0,True,pending,
