evidence_id,doc_id,source_file,packet,category,audit_status,audit_reason,corrected_evidence_type,corrected_relationship_strength,claim_scope,corrected_related_company,corrected_related_ingredient,related_cost_bucket,display_allowed,display_priority,human_review_required,supports_node,supports_edge,supports_cost_bucket,supports_supplier_packet,supports_ingredient_packet,supports_display_blob,claim,safe_website_wording
EV_RETAIL_PRICE_EVIDENCE_0023_001,DOC_1F6D46FB75CC,walmart_hershey_1_55oz_price_page.pdf,retail_price_evidence,retail,needs_review,Retail price source requires final visual verification before display.,direct,sku_level_confirmed,sku_level,Walmart,Retail Price Evidence,,False,0,True,True,False,False,False,True,False,Source document available for packet: retail_price_evidence.,"Walmart is retained as SKU-level retail price evidence for the HERSHEY'S 1.55 oz bar, pending final visual price verification."
EV_PGPR_0024_001,DOC_23BD14F34CEF,pgpr_market_price_reference.pdf,pgpr,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,PGPR,,False,0,True,True,False,False,False,True,False,Source document available for packet: pgpr.,"PGPR is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_PGPR_0024_900,DOC_23BD14F34CEF,pgpr_market_price_reference.pdf,pgpr,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,PGPR,,False,0,True,True,False,False,False,True,False,PGPR packet is ingredient/function evidence with supplier currently unknown.,"PGPR is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_SUGAR_0025_001,DOC_257C2CABB7C1,Group3-Tables-US-Sugar-Crop-Production-and-Sugar-Production-Deliveries-and-Stocks.csv,sugar,ingredient,needs_review,Weak extraction; retained for review but not display.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,,False,0,True,True,False,False,False,True,False,Source document available for packet: sugar.,"Group3-Tables-US-Sugar-Crop-Production-and-Sugar-Production-Deliveries-and-Stocks.csv can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_PACKAGING_WRAPPER_0026_001,DOC_26064332B82F,hershey_pulp_paper_page.pdf,packaging_wrapper,packaging,needs_review,Ingredient/function source has weak extraction and needs review.,direct,unknown,assumption_or_needs_review,The Hershey Company,Packaging / Wrapper,,False,0,True,True,False,False,False,True,False,Source document available for packet: packaging_wrapper.,"Packaging / Wrapper is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_PACKAGING_WRAPPER_0026_900,DOC_26064332B82F,hershey_pulp_paper_page.pdf,packaging_wrapper,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,direct,unknown,assumption_or_needs_review,The Hershey Company,Packaging / Wrapper,,False,0,True,True,False,False,False,True,False,Packaging / Wrapper packet is ingredient/function evidence with supplier currently unknown.,"Packaging / Wrapper is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0027_001,DOC_260B1720A1EF,hershey_cocoa_sustainability_page.pdf,cocoa_chocolate_cocoa_butter,ingredient,needs_review,Weak extraction; retained for review but not display.,direct,company_level_confirmed,company_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,False,0,True,True,False,False,False,True,False,Source document available for packet: cocoa_chocolate_cocoa_butter.,Barry Callebaut is supported as a Hershey company-level cocoa/chocolate supply partner. Exact 1.55 oz SKU cocoa or cocoa butter allocation is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0028_001,DOC_2D8BE31DFAC8,icco_cocoa_butter_powder_faq.pdf,cocoa_chocolate_cocoa_butter,ingredient,needs_review,Weak extraction; retained for review but not display.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,,False,0,True,True,False,False,False,True,False,Source document available for packet: cocoa_chocolate_cocoa_butter.,"icco_cocoa_butter_powder_faq.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0028_301,DOC_2D8BE31DFAC8,icco_cocoa_butter_powder_faq.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,freight,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: freight.","icco_cocoa_butter_powder_faq.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0028_302,DOC_2D8BE31DFAC8,icco_cocoa_butter_powder_faq.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,freight,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: freight.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0028_303,DOC_2D8BE31DFAC8,icco_cocoa_butter_powder_faq.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,freight,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: freight.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0028_304,DOC_2D8BE31DFAC8,icco_cocoa_butter_powder_faq.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","icco_cocoa_butter_powder_faq.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_DAIRY_MILK_SKIM_MILK_MILK_FAT_0029_001,DOC_2F8EE4491545,land_o_lakes_who_we_are_page.pdf,dairy_milk_skim_milk_milk_fat,ingredient,needs_review,Weak extraction; retained for review but not display.,direct,company_level_confirmed,company_level,Land O'Lakes,Milk / Skim Milk / Milk Fat,,False,0,True,True,False,False,False,True,False,Source document available for packet: dairy_milk_skim_milk_milk_fat.,Land O'Lakes is supported as a Hershey company-level dairy partner/supplier. Exact 1.55 oz SKU dairy allocation is not publicly confirmed.
EV_SOY_LECITHIN_0030_001,DOC_2FB8D1A92FFF,soy_lecithin_function_in_chocolate_explanation.pdf,soy_lecithin,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,Soy Lecithin,,False,0,True,True,False,False,False,True,False,Source document available for packet: soy_lecithin.,"Soy Lecithin is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_SOY_LECITHIN_0030_900,DOC_2FB8D1A92FFF,soy_lecithin_function_in_chocolate_explanation.pdf,soy_lecithin,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,Soy Lecithin,,False,0,True,True,False,False,False,True,False,Soy Lecithin packet is ingredient/function evidence with supplier currently unknown.,"Soy Lecithin is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_SUGAR_0031_001,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,ingredient,needs_review,Weak extraction; retained for review but not display.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,,False,0,True,True,False,False,False,True,False,Source document available for packet: sugar.,"sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_SUGAR_0031_101,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,supplier,needs_review,Supplier-like evidence is not strong enough for display without review.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,,False,0,True,True,False,False,False,True,False,USDA ERS has relationship language connected to Sugar: company-to-ingredient/stage relationship language detected.,"sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_SUGAR_0031_301,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,general_cost_or_market_context,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_SUGAR_0031_302,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,general_cost_or_market_context,False,0,False,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_SUGAR_0031_303,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,sugar,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: sugar.","sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_SUGAR_0031_304,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,general_cost_or_market_context,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_SUGAR_0031_305,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,general_cost_or_market_context,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_SUGAR_0031_306,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,dairy,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: dairy.","sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_SUGAR_0031_307,DOC_32FA1CD834CD,sugar_cane_beet_processing_explanation.pdf,sugar,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,The Hershey Company,Sugar,general_cost_or_market_context,True,70,False,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","sugar_cane_beet_processing_explanation.pdf can support benchmark, process, regulatory, or market context for Sugar. It does not represent Hershey's exact SKU-level invoice cost."
EV_PRODUCT_SKU_1_55OZ_0032_001,DOC_35AC43ECE38F,Hershey back.webp,product_sku_1_55oz,visual_asset,approved,Approved only as reference/visual context.,reference_only,illustrative_only,illustrative_only,The Hershey Company,HERSHEY'S Milk Chocolate Candy Bar 1.55 oz / 43 g,,False,0,True,True,False,False,False,True,False,Source document available for packet: product_sku_1_55oz.,"This file can be used only as a visual/reference asset. It does not support supplier, route, or cost claims."
EV_HERSHEY_COMPANY_0033_001,DOC_381414594006,Pulp-Paper-The-Hershey-Company-05-06-2026_02_23_PM.pdf,hershey_company,raw_material,needs_review,Weak extraction; retained for review but not display.,direct,unknown,assumption_or_needs_review,The Hershey Company,Packaging / Wrapper,,False,0,True,False,False,False,False,False,False,Source document available for packet: hershey_company.,"Packaging / Wrapper is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_NATURAL_FLAVOR_0034_001,DOC_399D89EF9892,natural_flavor_market_overview_reference.pdf,natural_flavor,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,Natural Flavor,,False,0,True,True,False,False,False,True,False,Source document available for packet: natural_flavor.,"Natural Flavor is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_NATURAL_FLAVOR_0034_900,DOC_399D89EF9892,natural_flavor_market_overview_reference.pdf,natural_flavor,ingredient,needs_review,Ingredient/function source has weak extraction and needs review.,benchmark_proxy,unknown,assumption_or_needs_review,The Hershey Company,Natural Flavor,,False,0,True,True,False,False,False,True,False,Natural Flavor packet is ingredient/function evidence with supplier currently unknown.,"Natural Flavor is retained as a modeled input, but supplier and SKU-level allocation remain unconfirmed unless direct evidence supports them."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_001,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,ingredient,needs_review,Weak extraction; retained for review but not display.,direct,company_level_confirmed,company_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,,False,0,True,True,False,False,False,True,False,Source document available for packet: cocoa_chocolate_cocoa_butter.,Barry Callebaut is supported as a Hershey company-level cocoa/chocolate supply partner. Exact 1.55 oz SKU cocoa or cocoa butter allocation is not publicly confirmed.
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_301,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_302,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_303,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_304,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_305,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_306,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,sugar,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: sugar.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_307,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,sugar,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: sugar.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_308,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_309,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,dairy,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: dairy.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_310,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_311,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_312,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_313,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_314,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_315,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_316,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_317,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_318,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_319,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_320,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,approved,Approved strictly as benchmark/cost context only.,benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,True,70,True,False,False,True,False,True,True,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","barry_callebaut_annual_report_or_full_year_results_2024_25.pdf can support benchmark, process, regulatory, or market context for Cocoa / Chocolate / Cocoa Butter. It does not represent Hershey's exact SKU-level invoice cost."
EV_COCOA_CHOCOLATE_COCOA_BUTTER_0035_321,DOC_3A67DADA572A,barry_callebaut_annual_report_or_full_year_results_2024_25.pdf,cocoa_chocolate_cocoa_butter,cost,rejected,"Rejected because the cost signal is generic, weak, too short, or not useful for cost modeling.",benchmark_proxy,benchmark_only,market_level,Barry Callebaut,Cocoa / Chocolate / Cocoa Butter,general_cost_or_market_context,False,0,True,False,False,False,False,False,False,"Source contains cost, price, market, benchmark, or index language for cost bucket: general_cost_or_market_context.","Rejected from display because this evidence is too generic, weak, or not useful for the current supply-chain model."
